Age,Gender,StudyHours,Attendance,AssignmentCompletion,ExamScore,SelfAssessment_Level
21,1,34,61,69,52,Moderate
29,1,34,61,51,64,Moderate
25,1,26,79,93,47,High
29,1,26,79,90,75,High
27,1,26,79,89,76,High
25,1,26,79,55,83,Moderate
26,1,18,98,72,48,Moderate
28,1,5,65,62,100,Moderate
19,1,5,65,55,83,Moderate
21,1,5,65,90,40,High
26,1,34,98,64,44,Moderate
20,1,34,98,53,48,Moderate
25,1,34,98,82,50,High
23,1,12,89,65,42,Moderate
29,1,12,89,93,92,High
19,1,12,89,88,96,High
29,1,12,89,58,41,Moderate
27,1,12,89,55,83,Moderate
25,1,10,85,59,68,Moderate
19,0,26,86,91,91,High
26,0,35,93,88,84,High
23,0,35,93,62,96,Moderate
23,1,28,64,80,79,High
20,1,28,64,100,64,High
24,1,28,64,63,60,Moderate
25,0,24,88,96,61,High
23,0,24,88,66,99,Moderate
20,0,24,88,62,45,Moderate
24,0,24,88,61,65,Moderate
23,0,15,75,56,87,Moderate
22,0,18,74,84,60,High
28,0,18,74,77,55,Moderate
27,0,18,74,53,82,Moderate
20,0,18,74,85,53,High
21,0,18,74,52,48,Moderate
27,0,10,85,55,85,Moderate
28,1,26,62,70,53,Moderate
27,1,26,62,82,97,High
20,0,11,62,58,73,Moderate
19,0,11,62,80,53,High
26,0,11,62,50,46,Moderate
28,0,11,62,86,45,High
20,0,14,75,88,68,High
29,1,26,73,92,41,High
23,1,26,73,89,86,High
26,1,19,90,64,74,Moderate
27,0,23,62,84,83,High
26,0,23,62,72,45,Moderate
20,1,14,69,97,63,High
18,1,14,69,61,49,Moderate
27,1,22,65,66,69,Moderate
28,1,22,65,86,48,High
28,1,10,98,83,89,High
25,1,10,98,50,100,Moderate
27,1,10,98,71,87,Moderate
20,1,10,98,81,42,High
24,1,10,98,95,61,High
21,0,20,67,72,43,Moderate
23,0,20,67,81,63,High
28,0,20,67,91,69,High
27,0,20,67,86,57,High
24,0,23,76,54,66,Moderate
21,0,23,76,61,71,Moderate
21,0,28,92,66,69,Moderate
23,0,28,92,61,59,Moderate
26,0,21,90,99,41,High
22,1,20,75,72,55,Moderate
26,1,20,75,90,96,High
23,0,16,80,89,98,High
19,0,16,80,94,89,High
21,0,16,80,59,52,Moderate
19,1,12,70,95,40,High
22,1,12,70,56,47,Moderate
28,0,30,76,50,94,Moderate
20,0,30,76,68,95,Moderate
22,0,30,76,61,40,Moderate
24,0,30,76,51,90,Moderate
25,0,30,76,51,59,Moderate
25,0,30,76,91,98,High
21,1,13,61,99,72,High
21,1,13,61,55,69,Moderate
21,0,25,62,79,77,Moderate
19,0,25,62,56,74,Moderate
21,0,25,62,69,78,Moderate
21,1,18,86,59,64,Moderate
21,1,18,86,62,84,Moderate
18,1,27,91,63,62,Moderate
22,1,27,91,98,97,High
26,1,22,80,100,92,High
22,1,22,80,86,74,High
25,0,15,68,69,66,Moderate
25,0,15,68,72,84,Moderate
21,0,15,68,97,89,High
23,0,15,68,98,92,High
24,0,15,68,71,89,Moderate
20,1,33,89,65,57,Moderate
19,1,20,88,98,65,High
26,1,20,88,97,78,High
29,1,20,88,73,62,Moderate
22,1,19,98,86,100,High
23,1,19,98,89,49,High
25,1,19,98,61,50,Moderate
19,1,19,98,74,65,Moderate
22,1,33,68,59,61,Moderate
23,1,33,68,79,41,Moderate
26,1,33,68,51,76,Moderate
24,1,33,68,94,62,High
18,1,12,63,54,68,Moderate
24,1,12,63,75,71,Moderate
24,0,19,76,63,80,Moderate
29,0,19,76,51,61,Moderate
21,1,35,90,55,93,Moderate
20,1,35,90,89,92,High
28,1,35,90,78,72,Moderate
20,1,15,75,87,48,High
27,1,15,75,85,77,High
29,1,15,75,91,41,High
19,0,30,73,65,87,Moderate
19,1,30,84,84,61,High
23,1,30,84,55,60,Moderate
27,1,30,84,98,87,High
25,1,30,84,65,84,Moderate
21,1,30,84,82,87,High
19,1,30,84,88,90,High
29,0,17,95,66,94,Moderate
25,0,17,95,74,81,Moderate
22,0,17,95,71,88,Moderate
24,1,23,62,58,98,Moderate
26,1,23,62,93,91,High
19,0,18,66,58,83,Moderate
27,0,18,66,83,42,High
28,0,18,66,66,49,Moderate
22,0,18,66,82,83,High
25,0,17,64,66,86,Moderate
20,0,17,64,84,54,High
26,1,15,61,100,85,High
22,0,22,79,67,99,Moderate
21,0,22,79,73,47,Moderate
29,0,22,79,86,47,High
25,0,22,79,94,78,High
27,0,22,79,62,73,Moderate
29,0,22,79,99,72,High
21,0,22,79,52,80,Moderate
26,0,22,79,88,94,High
22,0,22,79,65,81,Moderate
26,1,8,73,75,93,Moderate
25,1,27,75,88,84,High
26,1,13,87,83,85,High
21,1,13,87,80,65,High
28,1,30,91,83,43,High
18,0,20,68,61,42,Moderate
23,0,20,68,88,79,High
27,0,20,68,67,95,Moderate
25,0,20,68,93,44,High
23,0,20,68,84,97,High
23,0,21,81,68,70,Moderate
28,0,12,83,71,58,Moderate
27,1,15,68,73,46,Moderate
25,0,16,86,60,89,Moderate
23,0,16,86,89,41,High
23,0,16,86,54,84,Moderate
25,0,24,70,73,79,Moderate
26,1,18,62,67,70,Moderate
29,1,18,62,88,50,High
24,0,27,72,71,89,Moderate
18,0,27,72,78,54,Moderate
22,0,34,62,81,88,High
24,0,22,69,76,85,Moderate
25,0,22,69,93,98,High
23,0,22,69,65,56,Moderate
29,1,26,66,90,63,High
22,1,26,66,97,84,High
27,1,9,98,89,55,High
18,1,9,98,68,65,Moderate
21,1,9,98,67,65,Moderate
20,0,13,80,82,75,High
27,0,13,80,67,62,Moderate
24,0,13,80,56,52,Moderate
22,0,13,80,84,46,High
19,0,13,80,82,44,High
29,0,13,80,98,79,High
27,0,7,73,69,68,Moderate
29,0,7,73,92,40,High
29,0,7,73,88,99,High
21,0,7,73,65,58,Moderate
21,0,7,73,60,76,Moderate
25,1,35,61,80,47,High
19,1,35,61,61,56,Moderate
28,1,25,93,50,82,Moderate
22,1,25,93,72,71,Moderate
23,0,26,71,62,64,Moderate
27,0,26,71,55,71,Moderate
19,0,26,71,61,89,Moderate
18,0,26,71,50,72,Moderate
28,0,26,71,97,47,High
18,0,26,71,60,90,Moderate
25,0,26,71,57,100,Moderate
28,1,22,93,92,43,High
19,0,16,99,55,57,Moderate
22,1,15,82,97,55,High
26,1,15,82,80,51,High
24,1,15,82,67,90,Moderate
27,1,15,82,75,90,Moderate
25,1,15,82,81,49,High
24,1,23,92,80,55,High
25,1,20,91,59,84,Moderate
19,1,16,74,61,66,Moderate
28,1,16,74,82,68,High
23,1,19,82,64,59,Moderate
29,1,19,82,86,76,High
29,1,19,82,99,62,High
18,1,19,82,68,90,Moderate
25,0,23,69,67,53,Moderate
22,0,23,69,86,40,High
23,0,8,80,67,43,Moderate
28,0,19,71,67,66,Moderate
22,0,19,71,68,57,Moderate
23,0,19,71,73,77,Moderate
19,1,13,67,78,62,Moderate
26,1,13,67,77,52,Moderate
26,1,13,67,50,54,Moderate
27,0,16,93,84,46,High
25,0,18,68,80,80,High
20,0,18,68,55,79,Moderate
27,0,18,67,57,79,Moderate
24,0,18,67,62,85,Moderate
27,0,18,67,61,76,Moderate
21,1,21,66,68,72,Moderate
21,0,26,90,62,81,Moderate
29,0,26,90,63,97,Moderate
28,0,26,90,67,55,Moderate
21,0,26,90,88,94,High
21,0,26,90,80,62,High
27,0,11,84,75,43,Moderate
26,0,5,87,77,59,Moderate
20,1,19,86,56,70,Moderate
28,1,13,60,71,92,Moderate
25,1,9,61,70,83,Moderate
19,0,17,71,55,46,Moderate
29,0,17,71,72,44,Moderate
25,0,17,71,58,69,Moderate
27,0,11,61,80,55,High
19,0,11,61,53,46,Moderate
28,0,11,61,72,84,Moderate
21,1,20,74,59,53,Moderate
27,1,20,74,96,88,High
29,1,23,64,86,95,High
25,1,23,64,64,75,Moderate
25,0,21,80,50,75,Moderate
25,0,21,80,96,87,High
22,0,21,80,64,88,Moderate
26,1,14,91,86,79,High
23,1,27,69,77,87,Moderate
22,1,14,100,79,56,Moderate
26,1,14,100,73,72,Moderate
23,1,30,66,55,63,Moderate
19,1,26,90,73,47,Moderate
26,1,16,77,95,51,High
29,0,24,92,82,87,High
18,0,24,92,70,96,Moderate
25,1,28,82,80,67,High
27,1,28,82,93,82,High
20,1,28,82,51,99,Moderate
24,0,29,100,87,56,High
21,0,29,100,90,69,High
25,1,15,85,76,67,Moderate
25,1,15,85,60,46,Moderate
23,1,15,85,54,82,Moderate
22,1,32,88,70,63,Moderate
20,1,32,88,88,45,High
29,1,27,80,84,52,High
26,0,14,70,97,76,High
25,0,14,70,67,66,Moderate
25,0,14,70,81,93,High
19,0,14,70,73,97,Moderate
25,0,27,61,100,86,High
20,0,26,81,56,58,Moderate
24,0,26,81,77,50,Moderate
26,0,26,81,50,86,Moderate
25,0,26,81,100,72,High
28,1,11,97,51,46,Moderate
18,0,18,77,80,56,High
20,0,18,77,73,41,Moderate
27,0,18,77,70,95,Moderate
23,1,28,91,61,71,Moderate
19,1,28,91,86,55,High
26,0,23,65,94,42,High
19,0,23,65,90,82,High
21,1,33,87,81,64,High
18,1,33,87,52,76,Moderate
24,1,33,87,74,82,Moderate
21,1,33,87,82,100,High
18,0,26,92,56,62,Moderate
22,0,26,92,60,90,Moderate
19,0,26,92,58,76,Moderate
25,0,26,92,76,41,Moderate
22,1,29,99,90,78,High
22,1,29,99,96,85,High
26,0,26,93,76,90,Moderate
24,0,26,93,97,89,High
23,0,26,93,78,78,Moderate
23,1,18,70,96,40,High
24,1,18,70,90,69,High
29,1,18,70,63,50,Moderate
18,0,15,91,90,81,High
26,0,15,91,91,88,High
23,1,8,88,64,64,Moderate
21,0,32,84,88,59,High
25,0,19,75,54,60,Moderate
29,0,19,75,87,51,High
20,0,19,75,86,90,High
29,0,22,85,63,86,Moderate
21,0,22,85,52,69,Moderate
27,0,25,87,97,94,High
23,0,25,87,51,74,Moderate
26,0,22,92,91,71,High
24,0,27,96,56,55,Moderate
25,0,27,96,53,88,Moderate
19,0,27,96,84,86,High
18,1,21,67,100,47,High
22,1,21,67,67,50,Moderate
23,0,30,100,99,82,High
18,0,30,100,72,61,Moderate
20,0,30,100,91,68,High
19,0,36,88,85,83,High
21,0,36,88,73,88,Moderate
25,0,36,88,72,45,Moderate
28,0,36,88,77,57,Moderate
21,0,36,88,71,69,Moderate
20,1,23,65,75,96,Moderate
24,1,23,65,95,73,High
29,1,23,65,77,42,Moderate
28,1,9,76,86,97,High
19,1,9,76,95,61,High
19,0,25,94,51,50,Moderate
23,0,28,84,90,62,High
22,0,19,86,96,58,High
21,0,19,86,51,76,Moderate
21,0,19,86,76,61,Moderate
29,0,19,62,89,63,High
28,0,19,62,90,89,High
28,1,24,79,85,85,High
29,0,30,63,67,47,Moderate
20,0,30,63,66,99,Moderate
26,1,13,73,99,94,High
20,1,13,73,52,64,Moderate
29,1,23,66,92,41,High
24,1,27,94,84,77,High
28,1,18,81,87,69,High
20,1,30,71,81,93,High
20,1,30,71,53,51,Moderate
29,1,9,75,88,48,High
25,0,11,89,56,50,Moderate
25,0,11,89,51,91,Moderate
24,0,28,82,67,90,Moderate
23,0,28,82,56,93,Moderate
26,1,29,62,79,68,Moderate
25,1,32,87,86,47,High
19,1,32,96,62,59,Moderate
26,1,27,92,100,61,High
27,1,27,92,75,85,Moderate
20,1,27,92,97,89,High
27,1,26,67,51,65,Moderate
27,1,26,67,75,52,Moderate
19,1,26,67,94,99,High
28,1,26,67,66,56,Moderate
20,1,17,63,83,67,High
25,1,17,63,81,50,High
28,1,17,63,83,89,High
18,1,17,63,57,99,Moderate
23,1,26,87,81,99,High
20,1,26,87,56,78,Moderate
27,1,26,87,98,68,High
20,1,26,87,50,42,Moderate
18,1,26,87,55,46,Moderate
25,0,29,62,91,45,High
21,0,29,62,54,90,Moderate
22,0,29,62,58,58,Moderate
25,0,29,62,64,100,Moderate
24,0,29,62,78,46,Moderate
25,0,29,62,90,80,High
24,0,29,62,80,82,High
25,0,9,82,54,98,Moderate
23,1,29,94,50,57,Moderate
24,1,29,94,97,44,High
23,1,29,94,98,65,High
28,1,14,67,62,60,Moderate
19,1,14,67,51,93,Moderate
22,1,31,61,96,96,High
26,1,31,61,64,46,Moderate
23,0,27,73,60,62,Moderate
29,0,27,73,50,65,Moderate
29,0,27,73,58,91,Moderate
28,0,23,96,78,42,Moderate
29,0,23,96,66,68,Moderate
19,1,31,65,87,43,High
23,1,9,95,52,73,Moderate
21,1,9,95,85,98,High
18,0,19,85,95,96,High
19,0,17,81,100,71,High
18,1,10,64,52,85,Moderate
24,1,10,64,54,44,Moderate
29,1,17,100,81,61,High
25,0,13,93,78,49,Moderate
29,0,13,93,82,83,High
27,0,13,93,71,48,Moderate
22,0,13,93,75,47,Moderate
26,0,31,64,89,45,High
28,0,31,64,86,56,High
27,0,31,64,98,59,High
26,0,31,64,77,60,Moderate
24,0,31,64,77,64,Moderate
23,0,30,69,91,64,High
25,0,30,69,76,88,Moderate
25,0,30,69,70,72,Moderate
25,1,17,60,51,81,Moderate
18,1,17,60,93,62,High
26,1,17,60,69,68,Moderate
25,1,25,95,92,43,High
28,1,25,95,65,43,Moderate
20,1,25,95,98,95,High
27,0,27,90,74,85,Moderate
22,1,15,60,85,70,High
29,1,15,60,95,97,High
18,1,15,60,70,46,Moderate
27,1,15,60,57,58,Moderate
29,1,19,72,50,53,Moderate
25,1,19,72,90,47,High
18,1,25,70,81,61,High
18,0,24,67,82,97,High
28,0,11,87,58,65,Moderate
29,0,11,87,56,89,Moderate
28,0,11,87,79,89,Moderate
19,1,17,69,84,75,High
24,0,25,84,88,51,High
18,0,10,89,74,81,Moderate
25,0,15,65,96,90,High
25,0,15,65,65,90,Moderate
21,0,15,65,86,62,High
29,0,21,63,97,87,High
25,0,21,63,81,51,High
26,0,21,63,91,63,High
25,0,21,63,54,83,Moderate
29,1,27,99,59,85,Moderate
21,0,20,62,64,99,Moderate
21,0,21,79,73,81,Moderate
25,0,21,79,51,62,Moderate
26,0,21,79,62,54,Moderate
28,1,18,93,74,73,Moderate
23,1,18,93,68,100,Moderate
27,1,18,93,96,70,High
27,1,18,93,91,94,High
23,1,21,85,98,81,High
22,1,21,85,81,62,High
23,1,14,74,77,56,Moderate
25,1,23,72,89,61,High
19,1,23,72,50,94,Moderate
21,1,23,72,66,46,Moderate
25,1,23,72,53,46,Moderate
25,1,25,96,72,51,Moderate
21,1,25,96,51,89,Moderate
23,1,25,96,85,85,High
18,0,6,95,65,40,Moderate
24,0,6,95,66,71,Moderate
28,0,32,72,92,72,High
19,0,32,72,58,81,Moderate
26,0,28,73,88,72,High
22,0,14,94,63,46,Moderate
22,0,14,94,60,40,Moderate
25,0,14,94,74,65,Moderate
22,0,14,94,53,66,Moderate
29,0,14,94,75,95,Moderate
19,1,11,73,91,73,High
27,1,11,73,67,88,Moderate
27,1,25,67,84,92,High
20,1,25,67,57,70,Moderate
21,1,25,67,92,91,High
24,1,25,67,88,98,High
27,1,39,95,88,72,High
29,1,39,95,92,79,High
22,1,27,90,91,82,High
22,1,27,90,91,77,High
21,1,27,90,75,79,Moderate
21,1,11,89,72,46,Moderate
29,1,11,89,87,54,High
20,0,26,97,90,66,High
24,0,26,97,75,74,Moderate
26,0,26,97,96,77,High
22,0,17,60,52,85,Moderate
18,0,17,60,74,62,Moderate
26,0,17,60,65,97,Moderate
28,1,28,70,56,92,Moderate
20,1,28,70,80,40,High
24,1,20,64,87,55,High
19,1,16,96,59,51,Moderate
29,1,16,96,64,74,Moderate
28,1,26,60,69,84,Moderate
27,1,14,96,88,75,High
27,1,14,96,55,86,Moderate
21,1,23,96,89,70,High
22,1,32,86,60,69,Moderate
23,1,32,86,70,75,Moderate
27,0,14,87,72,85,Moderate
27,0,14,87,73,58,Moderate
18,0,23,74,56,69,Moderate
27,0,23,74,66,90,Moderate
24,0,23,74,53,55,Moderate
25,1,19,96,64,96,Moderate
29,1,26,72,75,97,Moderate
28,1,26,72,77,65,Moderate
24,0,36,64,87,99,High
26,0,36,64,56,61,Moderate
26,0,36,64,63,95,Moderate
23,0,36,64,70,92,Moderate
21,1,22,66,86,40,High
20,1,22,66,84,59,High
19,1,22,91,60,94,Moderate
19,1,18,85,65,79,Moderate
21,1,18,85,85,71,High
18,0,21,69,81,72,High
28,1,28,92,55,56,Moderate
19,1,28,92,76,56,Moderate
27,1,28,92,70,57,Moderate
29,1,28,92,56,46,Moderate
23,1,7,96,93,71,High
28,1,7,96,73,40,Moderate
21,0,16,76,65,65,Moderate
20,0,16,76,52,43,Moderate
25,0,16,76,68,66,Moderate
24,1,28,81,94,78,High
20,1,28,81,93,45,High
28,0,14,78,82,70,High
19,1,25,81,70,41,Moderate
25,1,25,81,86,76,High
21,1,25,81,50,47,Moderate
25,1,25,81,76,96,Moderate
23,1,25,81,77,88,Moderate
20,0,19,70,90,47,High
26,0,18,62,70,55,Moderate
19,0,18,62,65,70,Moderate
18,0,18,62,63,97,Moderate
28,0,18,62,86,65,High
27,0,18,86,65,65,Moderate
19,0,18,86,83,96,High
29,0,27,87,100,90,High
25,0,27,87,91,79,High
24,0,27,87,87,42,High
24,0,13,99,64,45,Moderate
23,1,27,71,52,92,Moderate
29,1,24,84,70,76,Moderate
29,1,24,84,53,79,Moderate
26,0,16,77,97,65,High
20,0,16,77,57,56,Moderate
27,0,16,77,60,90,Moderate
26,1,22,69,61,77,Moderate
28,1,22,69,80,41,High
23,0,27,94,99,41,High
27,0,27,94,84,73,High
27,0,27,94,72,100,Moderate
29,0,27,94,100,70,High
24,0,27,94,56,79,Moderate
18,0,27,94,81,76,High
29,0,31,89,89,97,High
27,0,31,89,91,97,High
25,0,31,89,54,67,Moderate
26,0,27,99,76,73,Moderate
26,0,27,99,82,84,High
24,1,7,99,76,62,Moderate
25,1,7,99,61,77,Moderate
18,1,7,99,71,100,Moderate
29,0,25,74,83,77,High
22,0,25,74,76,96,Moderate
23,0,25,74,94,74,High
20,1,18,61,88,46,High
22,0,27,67,92,55,High
29,0,27,67,80,40,High
22,0,27,67,92,69,High
27,1,31,90,92,66,High
21,1,19,61,59,85,Moderate
29,1,19,61,54,100,Moderate
29,0,18,70,53,55,Moderate
27,0,18,70,81,88,High
19,1,18,89,54,54,Moderate
26,1,10,93,73,45,Moderate
26,1,10,93,82,66,High
20,0,26,84,79,75,Moderate
22,0,26,84,63,49,Moderate
26,0,26,84,75,94,Moderate
18,1,30,87,66,56,Moderate
19,1,19,100,84,44,High
24,0,19,69,78,63,Moderate
19,0,19,69,79,100,Moderate
25,1,27,78,82,84,High
29,1,27,78,88,43,High
23,1,27,78,65,55,Moderate
26,0,14,62,53,48,Moderate
23,0,14,62,92,91,High
28,0,21,61,52,70,Moderate
27,0,21,61,76,80,Moderate
19,1,23,86,64,79,Moderate
29,0,26,82,67,78,Moderate
18,0,26,82,50,46,Moderate
27,0,24,79,71,74,Moderate
22,0,24,79,92,69,High
21,0,24,79,71,74,Moderate
25,0,9,76,99,68,High
29,0,9,76,81,52,High
25,0,9,76,52,47,Moderate
29,0,23,85,57,89,Moderate
24,0,23,85,71,69,Moderate
18,0,30,94,87,80,High
29,0,30,94,93,61,High
19,1,28,76,99,97,High
20,1,28,76,85,68,High
23,0,30,96,69,74,Moderate
18,0,30,96,60,45,Moderate
27,0,30,96,61,88,Moderate
24,1,33,69,59,62,Moderate
27,1,33,69,85,45,High
18,0,16,97,60,93,Moderate
24,0,16,97,53,74,Moderate
24,0,16,97,97,61,High
21,0,12,65,54,80,Moderate
27,0,12,65,67,54,Moderate
19,0,16,78,91,93,High
20,0,16,78,56,50,Moderate
21,0,12,81,67,88,Moderate
24,0,9,87,88,95,High
26,0,9,87,86,41,High
27,0,9,87,87,92,High
28,0,9,87,79,65,Moderate
23,0,9,87,56,83,Moderate
24,1,21,86,96,42,High
24,1,21,86,93,62,High
28,1,21,86,59,64,Moderate
27,1,21,86,97,78,High
27,0,18,94,72,43,Moderate
20,0,18,94,87,58,High
18,1,31,85,59,79,Moderate
27,1,31,85,90,70,High
24,1,31,85,83,99,High
21,1,31,85,82,41,High
23,0,16,61,51,65,Moderate
24,0,16,61,91,50,High
22,1,11,96,50,74,Moderate
27,1,11,96,100,82,High
18,1,11,96,88,98,High
27,1,11,96,53,67,Moderate
27,1,11,96,81,44,High
28,0,9,69,83,64,High
21,0,9,69,58,64,Moderate
24,0,10,97,63,42,Moderate
24,0,10,97,66,75,Moderate
20,1,30,72,78,50,Moderate
18,1,7,92,58,91,Moderate
18,0,19,65,75,60,Moderate
24,1,24,87,77,87,Moderate
27,1,24,87,98,47,High
25,1,24,87,74,40,Moderate
20,1,26,99,73,40,Moderate
25,1,26,99,50,95,Moderate
28,0,21,92,72,61,Moderate
25,0,21,92,73,72,Moderate
28,0,21,92,89,68,High
20,0,21,92,79,48,Moderate
29,1,20,68,75,54,Moderate
21,1,9,73,85,89,High
18,1,9,73,90,64,High
25,1,9,73,65,56,Moderate
28,0,28,91,50,52,Moderate
19,0,28,91,73,94,Moderate
27,0,15,73,72,76,Moderate
20,0,15,73,80,61,High
21,1,13,79,69,61,Moderate
28,0,26,73,80,77,High
24,0,26,73,99,50,High
21,0,28,66,83,81,High
21,0,28,66,100,68,High
22,1,25,62,75,56,Moderate
24,1,25,62,51,77,Moderate
18,1,25,62,89,63,High
24,0,13,95,62,78,Moderate
27,0,13,95,59,83,Moderate
28,0,13,95,78,97,Moderate
20,1,19,87,80,91,High
18,1,19,87,67,98,Moderate
19,0,18,87,91,69,High
18,0,25,98,89,98,High
24,0,28,93,60,50,Moderate
26,0,28,93,58,62,Moderate
26,0,17,79,74,45,Moderate
20,0,17,79,93,81,High
29,0,17,79,71,43,Moderate
25,0,17,79,83,41,High
21,0,10,72,56,79,Moderate
29,0,10,72,97,58,High
18,0,10,72,85,87,High
21,0,10,72,80,41,High
21,0,10,72,96,85,High
23,1,30,77,68,80,Moderate
21,1,30,77,90,68,High
23,1,30,77,79,89,Moderate
23,1,16,64,69,67,Moderate
25,1,16,64,72,91,Moderate
29,1,16,64,98,84,High
29,1,16,64,56,62,Moderate
24,1,16,64,51,82,Moderate
29,1,16,64,61,56,Moderate
28,0,20,97,67,44,Moderate
19,0,20,97,54,73,Moderate
22,0,15,85,50,44,Moderate
21,0,15,85,91,50,High
24,0,15,85,95,87,High
22,1,23,76,91,90,High
26,0,19,93,52,89,Moderate
21,0,19,93,57,98,Moderate
19,0,19,93,67,46,Moderate
21,0,30,64,73,81,Moderate
25,0,18,60,83,68,High
28,0,18,60,56,54,Moderate
18,0,18,60,58,46,Moderate
19,0,18,60,81,100,High
23,1,23,99,63,74,Moderate
18,1,23,99,55,93,Moderate
21,1,11,95,74,41,Moderate
29,1,11,95,68,58,Moderate
27,0,13,74,97,61,High
26,1,30,96,93,85,High
23,1,30,96,100,75,High
29,1,30,96,97,54,High
29,1,30,96,75,44,Moderate
26,1,30,96,96,84,High
19,1,30,96,67,60,Moderate
23,0,33,93,54,63,Moderate
29,0,33,93,90,99,High
27,0,33,93,70,44,Moderate
20,0,33,93,52,67,Moderate
26,0,17,89,56,97,Moderate
18,1,16,69,62,64,Moderate
20,1,16,69,80,56,High
23,1,8,99,71,66,Moderate
18,1,8,99,53,54,Moderate
22,1,8,99,59,52,Moderate
27,1,8,99,82,44,High
28,0,21,62,97,94,High
29,0,27,88,90,46,High
21,0,27,88,86,88,High
22,1,13,82,79,87,Moderate
18,1,23,70,89,81,High
22,1,23,70,55,52,Moderate
26,1,23,70,54,40,Moderate
28,0,19,61,74,43,Moderate
21,0,19,61,71,42,Moderate
26,1,36,68,67,88,Moderate
21,1,36,68,77,61,Moderate
21,1,36,68,67,61,Moderate
21,1,36,68,100,63,High
19,1,11,70,58,92,Moderate
18,1,11,70,84,64,High
18,1,11,70,52,93,Moderate
20,1,22,88,50,45,Moderate
18,1,22,88,100,92,High
27,1,22,88,75,46,Moderate
21,1,22,88,70,50,Moderate
22,0,18,83,92,99,High
28,0,18,83,55,43,Moderate
19,0,18,83,73,48,Moderate
27,1,20,77,91,59,High
24,1,20,77,75,55,Moderate
24,1,20,77,84,100,High
20,0,20,94,54,44,Moderate
27,0,9,65,55,56,Moderate
24,0,9,65,60,81,Moderate
19,0,9,65,56,61,Moderate
19,0,9,65,91,57,High
23,0,9,65,63,43,Moderate
27,0,9,65,61,64,Moderate
23,0,9,65,54,99,Moderate
29,0,28,77,97,49,High
26,0,39,97,56,65,Moderate
28,0,39,97,93,42,High
27,0,39,97,50,42,Moderate
29,0,39,97,78,79,Moderate
22,0,39,97,55,65,Moderate
29,1,26,81,58,41,Moderate
21,1,26,81,68,50,Moderate
29,1,26,81,82,56,High
19,0,22,88,81,43,High
25,0,22,88,64,45,Moderate
24,0,22,88,84,93,High
19,0,24,93,59,63,Moderate
23,0,24,93,67,73,Moderate
20,1,27,85,93,45,High
21,1,27,85,99,44,High
28,0,20,60,97,55,High
24,0,20,60,81,57,High
29,0,20,60,78,47,Moderate
28,0,20,60,82,62,High
21,0,20,60,85,53,High
19,0,20,60,76,89,Moderate
19,0,25,79,87,43,High
18,0,25,79,50,59,Moderate
27,0,25,79,74,99,Moderate
29,0,25,79,100,91,High
19,0,25,79,57,73,Moderate
19,0,25,88,95,73,High
29,0,25,88,100,85,High
22,0,27,70,69,62,Moderate
23,0,27,70,62,66,Moderate
26,1,24,94,87,81,High
25,1,24,94,90,40,High
19,1,22,96,68,72,Moderate
20,1,22,96,67,41,Moderate
27,1,15,99,89,81,High
29,1,15,99,61,48,Moderate
21,1,15,99,62,61,Moderate
26,0,19,82,72,83,Moderate
19,0,19,82,78,69,Moderate
18,0,19,82,78,76,Moderate
28,0,9,62,55,74,Moderate
18,0,9,62,79,67,Moderate
24,1,10,67,96,98,High
24,1,10,67,78,73,Moderate
26,0,15,66,92,63,High
27,0,15,66,74,48,Moderate
18,0,15,66,73,55,Moderate
27,0,25,99,54,76,Moderate
19,0,25,99,61,74,Moderate
25,0,25,99,55,93,Moderate
27,0,25,99,87,90,High
24,1,8,84,60,100,Moderate
27,1,8,84,80,85,High
28,1,8,84,97,97,High
25,1,8,84,68,43,Moderate
19,1,13,66,96,87,High
29,1,13,66,95,67,High
23,1,13,66,60,54,Moderate
23,0,22,91,68,52,Moderate
20,0,22,91,64,98,Moderate
25,0,28,69,77,62,Moderate
21,1,31,88,74,67,Moderate
26,1,31,88,100,53,High
25,1,31,88,88,98,High
19,1,23,73,86,44,High
24,1,23,73,57,75,Moderate
28,1,23,73,94,98,High
19,1,23,73,79,51,Moderate
20,1,37,94,61,91,Moderate
20,1,12,71,67,65,Moderate
18,1,12,71,56,67,Moderate
19,1,12,71,75,56,Moderate
24,1,17,76,53,47,Moderate
19,1,21,100,83,87,High
23,1,21,100,97,89,High
23,0,25,89,77,78,Moderate
27,0,25,89,61,92,Moderate
25,0,25,89,63,59,Moderate
23,0,22,93,51,51,Moderate
20,0,22,93,73,77,Moderate
19,0,22,93,93,51,High
24,0,22,93,60,50,Moderate
18,0,22,93,89,89,High
19,1,5,70,67,76,Moderate
28,1,5,70,58,86,Moderate
21,1,5,70,64,79,Moderate
22,1,5,70,95,99,High
28,1,5,70,89,97,High
24,1,29,61,66,76,Moderate
19,1,29,61,97,78,High
28,0,26,80,63,54,Moderate
26,0,21,99,99,52,High
18,0,21,99,50,45,Moderate
19,1,24,77,96,74,High
21,1,24,77,56,76,Moderate
19,0,24,94,67,46,Moderate
25,0,24,94,76,66,Moderate
27,0,24,94,81,40,High
27,0,11,92,51,91,Moderate
26,1,6,65,98,78,High
29,1,6,65,92,40,High
22,0,17,72,53,93,Moderate
21,0,17,72,64,79,Moderate
27,0,29,74,85,42,High
29,0,29,74,53,47,Moderate
26,0,29,74,92,98,High
